population,population_definition,source,source_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,5,0,89,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,0,5,0,89,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",1,4,3,86,0.125,4.7
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,94,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,4,90,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,94,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,4,90,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,0,0,15,32,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,0,0,4,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,0,0,10,37,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,0,0,2,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,0,7,40,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,0,0,1,46,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,0,47,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,47,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,0,0,2,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,4,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,3,12,1,31,0.1875,2.35
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,10,5,0,32,0.666667,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,2,13,0,32,0.133333,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",7,8,0,32,0.466667,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,1,14,0,32,0.066667,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,15,0,32,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,0,15,0,32,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,2,13,0,32,0.133333,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",4,11,0,32,0.266667,3.133333
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,2,2,8,35,0.166667,2.35
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,0,4,2,41,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,4,7,36,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,0,4,1,42,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,4,0,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,0,4,0,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,0,4,2,41,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",2,2,2,41,0.333333,5.875
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,1,9,1,36,0.090909,2.35
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",7,3,0,37,0.7,4.7
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,0,10,1,36,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,10,0,37,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,10,0,37,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,1,9,1,36,0.090909,2.35
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",3,7,1,36,0.272727,3.525
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,2,7,38,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,0,2,1,44,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,2,0,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,2,0,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,2,0,0,45,1.0,23.5
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",2,0,2,43,0.5,11.75
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,0,7,1,39,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,7,0,40,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,0,7,0,40,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,0,7,2,38,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",0,7,4,36,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,1,0,46,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,46,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,0,1,2,44,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",0,1,4,42,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,47,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,0,0,2,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,4,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,0,0,2,45,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,4,43,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,47,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",2,0,2,43,0.5,11.75
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,11,8,4,25,0.478261,1.852632
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,4,15,6,23,0.16,1.010526
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,6,13,4,25,0.26087,1.515789
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,3,16,0,29,0.157895,2.526316
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",8,11,14,15,0.242424,0.91866
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,3,16,8,21,0.111111,0.688995
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,14,5,3,26,0.636364,2.080495
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,1,18,1,28,0.05,1.263158
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,2,17,11,18,0.066667,0.388664
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",8,11,9,20,0.285714,1.188854
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,8,7,2,31,0.470588,2.56
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,7,8,3,30,0.388889,2.24
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,2,13,1,32,0.125,2.133333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",11,4,11,22,0.423077,1.6
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,3,12,8,25,0.130435,0.872727
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,9,6,8,25,0.391304,1.694118
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,2,13,0,33,0.133333,3.2
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,4,11,9,24,0.166667,0.984615
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",8,7,9,24,0.333333,1.505882
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,5,5,5,33,0.333333,2.4
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,2,8,1,37,0.181818,3.2
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",8,2,14,24,0.333333,1.745455
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,4,6,7,31,0.235294,1.745455
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,5,5,12,26,0.227273,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,2,8,0,38,0.2,4.8
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,6,4,7,31,0.352941,2.215385
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",4,6,13,25,0.173913,1.129412
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,2,8,1,37,0.181818,3.2
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",9,1,13,25,0.391304,1.963636
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,5,5,6,32,0.3125,2.181818
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,8,2,9,29,0.421053,2.258824
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,2,8,0,38,0.2,4.8
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,5,5,8,30,0.277778,1.846154
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",5,5,12,26,0.227273,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",1,2,21,24,0.041667,0.727273
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,2,1,9,36,0.166667,2.909091
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,2,1,15,30,0.111111,1.882353
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,3,2,43,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,0,3,13,32,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",1,2,16,29,0.052632,0.941176
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,7,15,4,22,0.269231,1.38843
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,11,11,6,20,0.392857,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,2,20,0,26,0.090909,2.181818
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,10,12,3,23,0.4,1.678322
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",11,11,6,20,0.392857,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,5,6,12,25,0.217391,1.283422
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,1,10,1,36,0.083333,2.181818
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,6,5,7,30,0.333333,2.013986
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",6,5,11,26,0.272727,1.540107
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,1,16,1,30,0.055556,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,3,14,10,21,0.111111,0.651584
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",6,11,11,20,0.214286,0.99654
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,2,0,11,35,0.153846,3.692308
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",1,1,16,30,0.055556,1.411765
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,1. Dread,48,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",7,6,10,25,0.304348,1.520362
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,26,6,3,15,0.742857,1.400862
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,8,24,1,17,0.242424,1.388889
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,8,24,6,12,0.210526,0.892857
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,6,26,1,17,0.181818,1.339286
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,32,0,18,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,24,8,0,18,0.75,1.5625
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,12,20,1,17,0.363636,1.442308
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,0,32,0,18,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,0,32,0,18,0.0,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,10. Tor Shop,50,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",12,20,0,18,0.375,1.5625
