population,population_definition,source,source_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,13. Bank Logs,1,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,0,0,3,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,1,0,2,1,0.333333,1.333333
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,1,1,2,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,0,0,3,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,3,1,0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,3,0,1,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,1,0,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,14. Lonely Road,4,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,0,1,3,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,0,1,3,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,0,1,4,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,0,1,1,6,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,1,3,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,0,1,0,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,1,1,6,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,0,1,4,3,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",0,1,3,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,3,0,0,5,1.0,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,3,0,1,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,1,2,0,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",2,1,1,4,0.5,1.777778
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,1,2,0,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,3,0,1,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",3,0,0,5,1.0,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,3,0,1,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,1,2,0,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",2,1,1,4,0.5,1.777778
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,1,2,0,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,3,0,1,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",3,0,0,5,1.0,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,1,3,0,4,0.25,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",3,1,0,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,0,4,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,1,3,0,4,0.25,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,4,0,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,4,0,0,4,1.0,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",3,1,0,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",1,0,2,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,0,1,0,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,1,1,6,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,1,0,3,4,0.25,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",1,0,2,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,3,1,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,0,3,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,3,0,1,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",2,1,1,4,0.5,1.777778
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0,1,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,0,0,0,8,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,0,0,4,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,3,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,7,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,1,0,3,4,0.25,2.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",1,0,2,5,0.333333,2.666667
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,0,0,4,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",0,0,3,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,15. Tenebris,8,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",3,1,0,4,0.75,2.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,1,0,1,4,0.5,3.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",0,1,1,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,0,1,0,5,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",0,1,1,4,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,0,0,0,6,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,17. XmrBazaar,6,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,0,0,2,4,0.0,0.0
