population,population_definition,source,source_denominator_n,markdown_present_n,ocr_present_n,markdown_and_ocr_present_n,neither_modality_present_n,code,label,source_positive_records_n,within_source_percent,all_sources_positive_records_n,source_share_of_positive_records
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,cashout_laundering_service,Cash-out or laundering service,9,25.0,118,0.076271
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,13,36.111,126,0.103175
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,email_access_takeover,Email-access-enabled account takeover,4,11.111,62,0.064516
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",2,5.556,120,0.016667
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,fullz_identity_package,Fullz or identity package,19,52.778,124,0.153226
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0.0,116,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,mule_recruitment,Mule recruitment or account-holder solicitation,3,8.333,9,0.333333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,telegram_off_platform,Telegram or private-channel coordination reference,18,50.0,81,0.222222
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,2. Altenen,36,36,33,33,0,tutorial_training_recruitment,"Tutorial, guide, or training content",19,52.778,104,0.182692
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,12,17.647,116,0.103448
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,bank_log_sale,Compromised bank log sale or discussion,15,22.059,177,0.084746
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,cashout_laundering_service,Cash-out or laundering service,12,17.647,118,0.101695
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,16,23.529,126,0.126984
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,email_access_takeover,Email-access-enabled account takeover,9,13.235,62,0.145161
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,25.0,120,0.141667
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,fullz_identity_package,Fullz or identity package,12,17.647,124,0.096774
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,13,19.118,116,0.112069
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,mule_recruitment,Mule recruitment or account-holder solicitation,3,4.412,9,0.333333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,telegram_off_platform,Telegram or private-channel coordination reference,19,27.941,81,0.234568
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,3. Pitch,68,68,63,63,0,tutorial_training_recruitment,"Tutorial, guide, or training content",20,29.412,104,0.192308
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,6,18.182,116,0.051724
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,bank_log_sale,Compromised bank log sale or discussion,28,84.848,177,0.158192
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,cashout_laundering_service,Cash-out or laundering service,22,66.667,118,0.186441
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,24,72.727,126,0.190476
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,email_access_takeover,Email-access-enabled account takeover,4,12.121,62,0.064516
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",1,3.03,120,0.008333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,fullz_identity_package,Fullz or identity package,12,36.364,124,0.096774
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,2,6.061,116,0.017241
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,mule_recruitment,Mule recruitment or account-holder solicitation,0,0.0,9,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,telegram_off_platform,Telegram or private-channel coordination reference,0,0.0,81,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,4. Caders Heven,33,33,27,27,0,tutorial_training_recruitment,"Tutorial, guide, or training content",2,6.061,104,0.019231
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,6,12.766,116,0.051724
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,bank_log_sale,Compromised bank log sale or discussion,2,4.255,177,0.011299
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,cashout_laundering_service,Cash-out or laundering service,32,68.085,118,0.271186
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,7,14.894,126,0.055556
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,email_access_takeover,Email-access-enabled account takeover,0,0.0,62,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",4,8.511,120,0.033333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,fullz_identity_package,Fullz or identity package,5,10.638,124,0.040323
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,11,23.404,116,0.094828
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,mule_recruitment,Mule recruitment or account-holder solicitation,1,2.128,9,0.111111
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,telegram_off_platform,Telegram or private-channel coordination reference,22,46.809,81,0.271605
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,5. CardPro,47,47,38,38,0,tutorial_training_recruitment,"Tutorial, guide, or training content",3,6.383,104,0.028846
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,9,18.75,116,0.077586
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,bank_log_sale,Compromised bank log sale or discussion,5,10.417,177,0.028249
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,cashout_laundering_service,Cash-out or laundering service,10,20.833,118,0.084746
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,10,20.833,126,0.079365
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,email_access_takeover,Email-access-enabled account takeover,3,6.25,62,0.048387
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",41,85.417,120,0.341667
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,fullz_identity_package,Fullz or identity package,20,41.667,124,0.16129
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,6,12.5,116,0.051724
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,mule_recruitment,Mule recruitment or account-holder solicitation,0,0.0,9,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,telegram_off_platform,Telegram or private-channel coordination reference,0,0.0,81,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,6. The X Wave Market,48,48,41,41,0,tutorial_training_recruitment,"Tutorial, guide, or training content",10,20.833,104,0.096154
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,14,36.842,116,0.12069
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,bank_log_sale,Compromised bank log sale or discussion,28,73.684,177,0.158192
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,cashout_laundering_service,Cash-out or laundering service,4,10.526,118,0.033898
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,6,15.789,126,0.047619
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,email_access_takeover,Email-access-enabled account takeover,21,55.263,62,0.33871
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",1,2.632,120,0.008333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,fullz_identity_package,Fullz or identity package,12,31.579,124,0.096774
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,92.105,116,0.301724
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,mule_recruitment,Mule recruitment or account-holder solicitation,0,0.0,9,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,telegram_off_platform,Telegram or private-channel coordination reference,2,5.263,81,0.024691
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,7. Meta Banklogs,38,38,35,35,0,tutorial_training_recruitment,"Tutorial, guide, or training content",6,15.789,104,0.057692
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,1,7.692,116,0.008621
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,bank_log_sale,Compromised bank log sale or discussion,4,30.769,177,0.022599
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,cashout_laundering_service,Cash-out or laundering service,0,0.0,118,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,1,7.692,126,0.007937
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,email_access_takeover,Email-access-enabled account takeover,4,30.769,62,0.064516
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",1,7.692,120,0.008333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,fullz_identity_package,Fullz or identity package,6,46.154,124,0.048387
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,5,38.462,116,0.043103
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,mule_recruitment,Mule recruitment or account-holder solicitation,0,0.0,9,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,telegram_off_platform,Telegram or private-channel coordination reference,0,0.0,81,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,8. Secure ccSeller,13,13,10,10,0,tutorial_training_recruitment,"Tutorial, guide, or training content",4,30.769,104,0.038462
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,bank_drop_sale,Bank drop sale or bank-drop infrastructure,0,0.0,116,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,bank_log_sale,Compromised bank log sale or discussion,15,48.387,177,0.084746
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,cashout_laundering_service,Cash-out or laundering service,4,12.903,118,0.033898
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,10,32.258,126,0.079365
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,email_access_takeover,Email-access-enabled account takeover,2,6.452,62,0.032258
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",7,22.581,120,0.058333
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,fullz_identity_package,Fullz or identity package,1,3.226,124,0.008065
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,jurisdiction_localisation,Jurisdiction-specific bank or account reference,0,0.0,116,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,mule_recruitment,Mule recruitment or account-holder solicitation,0,0.0,9,0.0
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,telegram_off_platform,Telegram or private-channel coordination reference,2,6.452,81,0.024691
exact_text_unique_sensitivity,One deterministic representative per combined-text SHA-256 value; sensitivity population only,9. Deep Shop,31,31,17,17,0,tutorial_training_recruitment,"Tutorial, guide, or training content",4,12.903,104,0.038462
