population,population_definition,removed_source,remaining_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift,full_population_n11,n11_difference,full_population_jaccard,jaccard_difference,full_population_lift,lift_difference
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,63,52,55,752,0.370588,4.280472,64,-1,0.361582,0.009006,4.403306,-0.122834
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,111,6,801,0.033058,3.206957,4,0,0.031496,0.001562,3.302479,-0.095522
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,16,99,71,736,0.086022,1.474463,16,0,0.083333,0.002689,1.518381,-0.043918
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",40,75,65,742,0.222222,3.054244,41,-1,0.219251,0.002971,3.16359,-0.109346
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,115,1,806,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,48,106,50,718,0.235294,2.932415,68,-20,0.290598,-0.055304,3.11044,-0.178025
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,56,98,47,721,0.278607,3.255075,78,-22,0.337662,-0.059055,3.371204,-0.116129
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,51,103,9,759,0.312883,5.088961,55,-4,0.287958,0.024925,4.717119,0.371842
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,95,74,694,0.258772,2.655893,59,0,0.229572,0.0292,2.416803,0.23909
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,53,101,63,705,0.24424,2.735446,63,-10,0.255061,-0.010821,2.701623,0.033823
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,74,80,44,724,0.373737,3.754567,76,-2,0.336283,0.037454,3.476374,0.278193
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,7,147,3,765,0.044586,4.190909,7,0,0.037838,0.006748,3.842308,0.348601
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,27,127,60,708,0.126168,1.858039,27,0,0.11157,0.014598,1.703486,0.154553
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",63,91,42,726,0.321429,3.592208,65,-2,0.290179,0.03125,3.334446,0.257762
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,154,1,767,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,39,59,64,760,0.240741,3.562314,60,-21,0.320856,-0.080115,3.933071,-0.370757
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,16,82,44,780,0.112676,2.508844,17,-1,0.101796,0.01088,2.211328,0.297516
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",37,61,96,728,0.190722,2.617309,37,0,0.170507,0.020215,2.298694,0.318615
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,29,69,87,737,0.156757,2.352041,36,-7,0.169811,-0.013054,2.341406,0.010635
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,63,83,741,0.19337,2.790557,35,0,0.170732,0.022638,2.428125,0.362432
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,7,91,3,821,0.069307,6.585714,7,0,0.056911,0.012396,5.8275,0.758214
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,41,57,46,778,0.284722,4.433732,41,0,0.246988,0.037734,3.923276,0.510456
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",48,50,57,767,0.309677,4.300875,48,0,0.268156,0.041521,3.734579,0.566296
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,cashout_laundering_service,Cash-out or laundering service,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,98,1,823,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,16,87,44,775,0.108844,2.387055,18,-2,0.104046,0.004798,2.212352,0.174703
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",56,47,77,742,0.311111,3.769034,57,-1,0.279412,0.031699,3.346045,0.422989
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,38,65,78,741,0.209945,2.932374,45,-7,0.214286,-0.004341,2.76544,0.166934
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,68,83,736,0.188172,2.655093,36,-1,0.170616,0.017556,2.359843,0.29525
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,7,96,3,816,0.066038,6.266019,7,0,0.053846,0.012192,5.506299,0.75972
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,35,68,52,767,0.225806,3.601161,35,0,0.195531,0.030275,3.16454,0.436621
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",43,60,62,757,0.260606,3.665834,45,-2,0.238095,0.022511,3.30819,0.357644
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,103,1,818,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,43,116,746,0.096591,1.96416,17,0,0.093923,0.002668,1.980294,-0.016134
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,24,36,92,770,0.157895,3.17931,26,-2,0.156627,0.001268,3.170654,0.008656
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,40,20,78,784,0.289855,5.20904,42,-2,0.295775,-0.00592,5.463281,-0.254241
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,60,10,852,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,12,48,75,787,0.088889,2.11954,12,0,0.086331,0.002558,2.153017,-0.033477
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",21,39,84,778,0.145833,3.073333,22,-1,0.147651,-0.001818,3.209404,-0.136071
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,60,1,861,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,40,93,76,713,0.191388,2.390459,40,0,0.18018,0.011208,2.329757,0.060702
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,97,82,707,0.167442,2.114948,36,0,0.165138,0.002304,2.236567,-0.121619
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,5,128,5,784,0.036232,3.466165,5,0,0.035971,0.000261,3.727612,-0.261447
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,33,100,54,735,0.176471,2.629505,33,0,0.175532,0.000939,2.827844,-0.198339
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",44,89,61,728,0.226804,2.904977,44,0,0.22335,0.003454,3.0657,-0.160723
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,133,1,788,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,46,70,72,734,0.244681,3.09848,47,-1,0.233831,0.01085,3.056836,0.041644
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,4,112,6,800,0.032787,3.17931,4,0,0.029851,0.002936,3.121875,0.057435
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,32,84,55,751,0.187135,2.923504,32,0,0.174863,0.012272,2.87069,0.052814
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",42,74,63,743,0.234637,3.17931,43,-1,0.223958,0.010679,3.136463,0.042847
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,fullz_identity_package,Fullz or identity package,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,115,0,806,0.008621,7.948276,1,0,0.007812,0.000809,7.804688,0.143588
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,4,114,6,798,0.032258,3.125424,4,0,0.031746,0.000512,3.33,-0.204576
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,20,98,67,737,0.108108,1.796221,20,0,0.106952,0.001156,1.913793,-0.117572
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,87,74,730,0.161458,2.30686,32,-1,0.164103,-0.002645,2.48972,-0.18286
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,jurisdiction_localisation,Jurisdiction-specific bank or account reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,117,0,804,0.008475,7.813559,1,0,0.008333,0.000142,8.325,-0.511441
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,7,3,80,832,0.077778,7.418391,7,0,0.077778,0.0,8.037931,-0.61954
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",5,5,100,812,0.045455,4.390476,5,0,0.044643,0.000812,4.668224,-0.277748
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,mule_recruitment,Mule recruitment or account-holder solicitation,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,10,1,911,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,56,74,761,0.192547,3.128845,31,0,0.190184,0.002363,3.326781,-0.197936
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,telegram_off_platform,Telegram or private-channel coordination reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,87,1,834,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,4. Caders Heven,922,tutorial_training_recruitment,"Tutorial, guide, or training content",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,105,1,816,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,80,35,100,693,0.372093,3.509179,80,0,0.358744,0.013349,3.629098,-0.119919
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,28,87,60,733,0.16,2.512253,33,-5,0.158654,0.001346,2.270455,0.241798
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,37,78,83,710,0.186869,2.434493,39,-2,0.186603,0.000266,2.535368,-0.100875
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,30,85,34,759,0.201342,3.701087,30,0,0.193548,0.007794,3.870093,-0.169006
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",34,81,96,697,0.161137,2.065017,35,-1,0.159091,0.002046,2.15647,-0.091453
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,59,56,64,729,0.329609,3.787345,63,-4,0.33871,-0.009101,4.063598,-0.276253
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,61,54,48,745,0.374233,4.418668,64,-3,0.361582,0.012651,4.403306,0.015362
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,111,5,788,0.033333,3.509179,4,0,0.031496,0.001837,3.302479,0.2067
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,13,102,52,741,0.077844,1.57913,16,-3,0.083333,-0.005489,1.518381,0.060749
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",40,75,64,729,0.223464,3.036789,41,-1,0.219251,0.004213,3.16359,-0.126801
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,115,1,792,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,66,114,22,706,0.326733,3.783333,68,-2,0.290598,0.036135,3.11044,0.672893
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,78,102,42,686,0.351351,3.278889,78,0,0.337662,0.013689,3.371204,-0.092315
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,55,125,9,719,0.291005,4.335069,55,0,0.287958,0.003047,4.717119,-0.38205
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,121,71,657,0.23506,2.289402,59,0,0.229572,0.005488,2.416803,-0.127401
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,63,117,60,668,0.2625,2.58374,63,0,0.255061,0.007439,2.701623,-0.117883
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,75,105,34,694,0.350467,3.470948,76,-1,0.336283,0.014184,3.476374,-0.005426
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,6,174,3,725,0.032787,3.362963,7,-1,0.037838,-0.005051,3.842308,-0.479345
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,26,154,39,689,0.118721,2.017778,27,-1,0.11157,0.007151,1.703486,0.314292
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",64,116,40,688,0.290909,3.104274,65,-1,0.290179,0.00073,3.334446,-0.230172
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,180,1,727,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,55,33,65,755,0.359477,4.729167,60,-5,0.320856,0.038621,3.933071,0.796096
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,17,71,47,773,0.125926,2.740767,17,0,0.101796,0.02413,2.211328,0.529439
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,53,95,725,0.191257,2.777972,37,-2,0.170507,0.02075,2.298694,0.479278
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,33,55,90,730,0.185393,2.768293,36,-3,0.169811,0.015582,2.341406,0.426887
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,24,64,85,735,0.138728,2.271893,35,-11,0.170732,-0.032004,2.428125,-0.156232
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,6,82,3,817,0.065934,6.878788,7,-1,0.056911,0.009023,5.8275,1.051288
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,23,65,42,778,0.176923,3.651049,41,-18,0.246988,-0.070065,3.923276,-0.272227
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",45,43,59,761,0.306122,4.464598,48,-3,0.268156,0.037966,3.734579,0.730019
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,cashout_laundering_service,Cash-out or laundering service,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,88,1,819,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,18,102,46,742,0.108434,2.128125,18,0,0.104046,0.004388,2.212352,-0.084227
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",55,65,75,713,0.282051,3.201282,57,-2,0.279412,0.002639,3.346045,-0.144763
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,43,77,80,708,0.215,2.645257,45,-2,0.214286,0.000714,2.76544,-0.120183
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,34,86,75,713,0.174359,2.360245,36,-2,0.170616,0.003743,2.359843,0.000402
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,7,113,2,786,0.057377,5.885185,7,0,0.053846,0.003531,5.506299,0.378886
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,28,92,37,751,0.178344,3.259487,35,-7,0.195531,-0.017187,3.16454,0.094947
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",45,75,59,729,0.251397,3.274038,45,0,0.238095,0.013302,3.30819,-0.034152
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,120,1,787,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,47,113,731,0.096045,1.855288,17,0,0.093923,0.002122,1.980294,-0.125006
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,26,38,97,747,0.161491,2.998984,26,0,0.156627,0.004864,3.170654,-0.17167
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,42,22,67,777,0.320611,5.466743,42,0,0.295775,0.024836,5.463281,0.003462
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,64,9,835,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,12,52,53,791,0.102564,2.619231,12,0,0.086331,0.016233,2.153017,0.466214
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",22,42,82,762,0.150685,3.001202,22,0,0.147651,0.003034,3.209404,-0.208202
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,64,1,843,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,39,91,84,694,0.182243,2.214634,40,-1,0.18018,0.002063,2.329757,-0.115123
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,94,73,705,0.17734,2.306845,36,0,0.165138,0.012202,2.236567,0.070278
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,5,125,4,774,0.037313,3.880342,5,0,0.035971,0.001342,3.727612,0.15273
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,31,99,34,744,0.189024,3.331124,33,-2,0.175532,0.013492,2.827844,0.50328
full_screened,All combined records evaluated by the deterministic screen,5. CardPro,908,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",44,86,60,718,0.231579,2.95503,44,0,0.22335,0.008229,3.0657,-0.11067
