population,population_definition,removed_source,remaining_denominator_n,code_a,label_a,code_b,label_b,n11_both_present,n10_a_only,n01_b_only,n00_neither,jaccard,lift,full_population_n11,n11_difference,full_population_jaccard,jaccard_difference,full_population_lift,lift_difference
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,31,90,53,733,0.178161,2.766332,36,-5,0.170616,0.007545,2.359843,0.406489
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,7,114,3,783,0.056452,5.247107,7,0,0.053846,0.002606,5.506299,-0.259192
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,35,86,50,736,0.204678,3.086534,35,0,0.195531,0.009147,3.16454,-0.078006
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",44,77,57,729,0.247191,3.265527,45,-1,0.238095,0.009096,3.30819,-0.042663
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,121,1,785,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,26,116,748,0.106918,2.696101,17,0,0.093923,0.012995,1.980294,0.715807
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,22,21,94,770,0.160584,4.000401,26,-4,0.156627,0.003957,3.170654,0.829747
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,21,22,63,801,0.198113,5.273256,42,-21,0.295775,-0.097662,5.463281,-0.190025
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,43,10,854,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,11,32,74,790,0.094017,2.729685,12,-1,0.086331,0.007686,2.153017,0.576668
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",18,25,83,781,0.142857,3.759153,22,-4,0.147651,-0.004794,3.209404,0.549749
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,43,1,863,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,40,93,76,698,0.191388,2.351569,40,0,0.18018,0.011208,2.329757,0.021812
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,97,48,726,0.198895,2.922664,36,0,0.165138,0.033757,2.236567,0.686097
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,5,128,5,769,0.036232,3.409774,5,0,0.035971,0.000261,3.727612,-0.317838
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,33,100,52,722,0.178378,2.64759,33,0,0.175532,0.002846,2.827844,-0.180254
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",44,89,57,717,0.231579,2.970893,44,0,0.22335,0.008229,3.0657,-0.094807
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,133,1,773,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,81,49,742,0.212121,3.257902,47,-12,0.233831,-0.02171,3.056836,0.201066
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,4,112,6,785,0.032787,3.127586,4,0,0.029851,0.002936,3.121875,0.005711
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,31,85,54,737,0.182353,2.851623,32,-1,0.174863,0.00749,2.87069,-0.019067
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",40,76,61,730,0.225989,3.09662,43,-3,0.223958,0.002031,3.136463,-0.039843
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,fullz_identity_package,Fullz or identity package,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,115,0,791,0.008621,7.818966,1,0,0.007812,0.000809,7.804688,0.014278
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,4,80,6,817,0.044444,4.319048,4,0,0.031746,0.012698,3.33,0.989048
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,18,66,67,756,0.119205,2.286555,20,-2,0.106952,0.012253,1.913793,0.372762
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",26,58,75,748,0.163522,2.779585,32,-6,0.164103,-0.000581,2.48972,0.289865
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,jurisdiction_localisation,Jurisdiction-specific bank or account reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,83,0,823,0.011905,10.797619,1,0,0.008333,0.003572,8.325,2.472619
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,7,3,78,819,0.079545,7.469412,7,0,0.077778,0.001767,8.037931,-0.568519
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",5,5,96,801,0.04717,4.490099,5,0,0.044643,0.002527,4.668224,-0.178125
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,mule_recruitment,Mule recruitment or account-holder solicitation,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,10,1,896,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,54,70,752,0.2,3.275131,31,0,0.190184,0.009816,3.326781,-0.05165
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,telegram_off_platform,Telegram or private-channel coordination reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,85,1,821,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,7. Meta Banklogs,907,tutorial_training_recruitment,"Tutorial, guide, or training content",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,101,1,805,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,79,41,99,686,0.360731,3.347144,80,-1,0.358744,0.001987,3.629098,-0.281954
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,33,87,87,698,0.15942,2.073958,33,0,0.158654,0.000766,2.270455,-0.196497
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,39,81,87,698,0.188406,2.334325,39,0,0.186603,0.001803,2.535368,-0.201043
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,29,91,31,754,0.192053,3.645139,30,-1,0.193548,-0.001495,3.870093,-0.224954
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,85,98,687,0.16055,1.984649,35,0,0.159091,0.001459,2.15647,-0.171821
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,62,58,60,725,0.344444,3.83265,63,-1,0.33871,0.005734,4.063598,-0.230948
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,63,57,52,733,0.366279,4.131522,64,-1,0.361582,0.004697,4.403306,-0.271784
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,116,6,779,0.031746,3.016667,4,0,0.031496,0.00025,3.302479,-0.285812
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,telegram_off_platform,Telegram or private-channel coordination reference,16,104,71,714,0.08377,1.386973,16,0,0.083333,0.000437,1.518381,-0.131408
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,tutorial_training_recruitment,"Tutorial, guide, or training content",40,80,63,722,0.218579,2.928803,41,-1,0.219251,-0.000672,3.16359,-0.234787
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_drop_sale,Bank drop sale or bank-drop infrastructure,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,120,1,784,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,cashout_laundering_service,Cash-out or laundering service,68,110,52,675,0.295652,2.881086,68,0,0.290598,0.005054,3.11044,-0.229354
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,78,100,48,679,0.345133,3.147405,78,0,0.337662,0.007471,3.371204,-0.223799
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,email_access_takeover,Email-access-enabled account takeover,53,125,7,720,0.286486,4.491105,55,-2,0.287958,-0.001472,4.717119,-0.226014
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",59,119,74,653,0.234127,2.255428,59,0,0.229572,0.004555,2.416803,-0.161375
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,fullz_identity_package,Fullz or identity package,60,118,62,665,0.25,2.50046,63,-3,0.255061,-0.005061,2.701623,-0.201163
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,jurisdiction_localisation,Jurisdiction-specific bank or account reference,73,105,42,685,0.331818,3.227406,76,-3,0.336283,-0.004465,3.476374,-0.248968
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,mule_recruitment,Mule recruitment or account-holder solicitation,7,171,3,724,0.038674,3.558989,7,0,0.037838,0.000836,3.842308,-0.283319
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,telegram_off_platform,Telegram or private-channel coordination reference,27,151,60,667,0.113445,1.577877,27,0,0.11157,0.001875,1.703486,-0.125609
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,tutorial_training_recruitment,"Tutorial, guide, or training content",63,115,40,687,0.288991,3.109796,65,-2,0.290179,-0.001188,3.334446,-0.22465
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,bank_log_sale,Compromised bank log sale or discussion,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,178,1,726,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,60,60,66,719,0.322581,3.59127,60,0,0.320856,0.001725,3.933071,-0.341801
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,email_access_takeover,Email-access-enabled account takeover,17,103,43,742,0.104294,2.136806,17,0,0.101796,0.002498,2.211328,-0.074522
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",37,83,96,689,0.171296,2.098058,37,0,0.170507,0.000789,2.298694,-0.200636
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,fullz_identity_package,Fullz or identity package,36,84,86,699,0.174757,2.22541,36,0,0.169811,0.004946,2.341406,-0.115996
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,jurisdiction_localisation,Jurisdiction-specific bank or account reference,35,85,80,705,0.175,2.29529,35,0,0.170732,0.004268,2.428125,-0.132835
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,mule_recruitment,Mule recruitment or account-holder solicitation,7,113,3,782,0.056911,5.279167,7,0,0.056911,0.0,5.8275,-0.548333
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,telegram_off_platform,Telegram or private-channel coordination reference,41,79,46,739,0.246988,3.554119,41,0,0.246988,0.0,3.923276,-0.369157
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,tutorial_training_recruitment,"Tutorial, guide, or training content",48,72,55,730,0.274286,3.514563,48,0,0.268156,0.00613,3.734579,-0.220016
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,cashout_laundering_service,Cash-out or laundering service,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,120,1,784,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,email_access_takeover,Email-access-enabled account takeover,18,108,42,737,0.107143,2.154762,18,0,0.104046,0.003097,2.212352,-0.05759
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",56,70,77,702,0.275862,3.024227,57,-1,0.279412,-0.00355,3.346045,-0.321818
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,fullz_identity_package,Fullz or identity package,44,82,78,701,0.215686,2.590424,45,-1,0.214286,0.0014,2.76544,-0.175016
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,90,79,700,0.17561,2.248447,36,0,0.170616,0.004994,2.359843,-0.111396
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,mule_recruitment,Mule recruitment or account-holder solicitation,7,119,3,776,0.054264,5.027778,7,0,0.053846,0.000418,5.506299,-0.478521
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,telegram_off_platform,Telegram or private-channel coordination reference,35,91,52,727,0.196629,2.889527,35,0,0.195531,0.001098,3.16454,-0.275013
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,tutorial_training_recruitment,"Tutorial, guide, or training content",45,81,58,721,0.244565,3.138003,45,0,0.238095,0.00647,3.30819,-0.170187
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,126,1,778,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",17,43,116,729,0.096591,1.927945,17,0,0.093923,0.002668,1.980294,-0.052349
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,fullz_identity_package,Fullz or identity package,23,37,99,746,0.144654,2.843579,26,-3,0.156627,-0.011973,3.170654,-0.327075
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,jurisdiction_localisation,Jurisdiction-specific bank or account reference,38,22,77,768,0.277372,4.984058,42,-4,0.295775,-0.018403,5.463281,-0.479223
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,mule_recruitment,Mule recruitment or account-holder solicitation,0,60,10,835,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,telegram_off_platform,Telegram or private-channel coordination reference,12,48,75,770,0.088889,2.08046,12,0,0.086331,0.002558,2.153017,-0.072557
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,tutorial_training_recruitment,"Tutorial, guide, or training content",21,39,82,763,0.147887,3.075243,22,-1,0.147651,0.000236,3.209404,-0.134161
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,email_access_takeover,Email-access-enabled account takeover,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,60,1,844,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",fullz_identity_package,Fullz or identity package,39,94,83,689,0.180556,2.175213,40,-1,0.18018,0.000376,2.329757,-0.154544
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",jurisdiction_localisation,Jurisdiction-specific bank or account reference,36,97,79,693,0.169811,2.130108,36,0,0.165138,0.004673,2.236567,-0.106459
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",mule_recruitment,Mule recruitment or account-holder solicitation,5,128,5,767,0.036232,3.402256,5,0,0.035971,0.000261,3.727612,-0.325356
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",telegram_off_platform,Telegram or private-channel coordination reference,33,100,54,718,0.176471,2.581022,33,0,0.175532,0.000939,2.827844,-0.246822
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",tutorial_training_recruitment,"Tutorial, guide, or training content",44,89,59,713,0.229167,2.906782,44,0,0.22335,0.005817,3.0657,-0.158918
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,133,1,771,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,fullz_identity_package,Fullz or identity package,jurisdiction_localisation,Jurisdiction-specific bank or account reference,43,79,72,711,0.221649,2.773699,47,-4,0.233831,-0.012182,3.056836,-0.283137
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,fullz_identity_package,Fullz or identity package,mule_recruitment,Mule recruitment or account-holder solicitation,4,118,6,777,0.03125,2.967213,4,0,0.029851,0.001399,3.121875,-0.154662
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,fullz_identity_package,Fullz or identity package,telegram_off_platform,Telegram or private-channel coordination reference,32,90,55,728,0.180791,2.728472,32,0,0.174863,0.005928,2.87069,-0.142218
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,fullz_identity_package,Fullz or identity package,tutorial_training_recruitment,"Tutorial, guide, or training content",42,80,61,722,0.229508,3.024829,43,-1,0.223958,0.00555,3.136463,-0.111634
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,fullz_identity_package,Fullz or identity package,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,121,0,783,0.008197,7.418033,1,0,0.007812,0.000385,7.804688,-0.386655
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,jurisdiction_localisation,Jurisdiction-specific bank or account reference,mule_recruitment,Mule recruitment or account-holder solicitation,4,111,6,784,0.033058,3.147826,4,0,0.031746,0.001312,3.33,-0.182174
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,jurisdiction_localisation,Jurisdiction-specific bank or account reference,telegram_off_platform,Telegram or private-channel coordination reference,20,95,67,723,0.10989,1.809095,20,0,0.106952,0.002938,1.913793,-0.104698
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,jurisdiction_localisation,Jurisdiction-specific bank or account reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,84,72,718,0.165775,2.36851,32,-1,0.164103,0.001672,2.48972,-0.12121
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,jurisdiction_localisation,Jurisdiction-specific bank or account reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,1,114,0,790,0.008696,7.869565,1,0,0.008333,0.000363,8.325,-0.455435
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,mule_recruitment,Mule recruitment or account-holder solicitation,telegram_off_platform,Telegram or private-channel coordination reference,7,3,80,815,0.077778,7.281609,7,0,0.077778,0.0,8.037931,-0.756322
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,mule_recruitment,Mule recruitment or account-holder solicitation,tutorial_training_recruitment,"Tutorial, guide, or training content",5,5,98,797,0.046296,4.393204,5,0,0.044643,0.001653,4.668224,-0.27502
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,mule_recruitment,Mule recruitment or account-holder solicitation,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,10,1,894,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,telegram_off_platform,Telegram or private-channel coordination reference,tutorial_training_recruitment,"Tutorial, guide, or training content",31,56,72,746,0.194969,3.130789,31,0,0.190184,0.004785,3.326781,-0.195992
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,telegram_off_platform,Telegram or private-channel coordination reference,vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,87,1,817,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,8. Secure ccSeller,905,tutorial_training_recruitment,"Tutorial, guide, or training content",vulnerable_group_exploitation,Vulnerable group or migrant/student exploitation,0,103,1,801,0.0,0.0,0,0,0.0,0.0,0.0,0.0
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,bank_log_sale,Compromised bank log sale or discussion,80,41,87,744,0.384615,3.768991,80,0,0.358744,0.025871,3.629098,0.139893
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,cashout_laundering_service,Cash-out or laundering service,33,88,83,748,0.161765,2.238245,33,0,0.158654,0.003111,2.270455,-0.03221
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,crypto_payment_or_conversion,Cryptocurrency payment or conversion reference,39,82,78,753,0.19598,2.62259,39,0,0.186603,0.009377,2.535368,0.087222
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,email_access_takeover,Email-access-enabled account takeover,30,91,32,799,0.196078,3.806985,30,0,0.193548,0.00253,3.870093,-0.063108
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,escrow_trust_reputation,"Escrow, trust, reputation, or scam-risk discourse",35,86,84,747,0.170732,2.31405,35,0,0.159091,0.011641,2.15647,0.15758
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,fullz_identity_package,Fullz or identity package,63,58,64,767,0.340541,3.902909,63,0,0.33871,0.001831,4.063598,-0.160689
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,jurisdiction_localisation,Jurisdiction-specific bank or account reference,64,57,56,775,0.361582,4.196143,64,0,0.361582,0.0,4.403306,-0.207163
full_screened,All combined records evaluated by the deterministic screen,9. Deep Shop,952,bank_drop_sale,Bank drop sale or bank-drop infrastructure,mule_recruitment,Mule recruitment or account-holder solicitation,4,117,6,825,0.031496,3.147107,4,0,0.031496,0.0,3.302479,-0.155372
